LECROYWR640Zi,60927,Waveform
Segments,10,SegmentSize,200002
Segment,TrigTime,TimeSinceSegment1
#1,09-Aug-2019 16:29:48,0                 
#2,09-Aug-2019 16:29:48,5.701447e-006     
#3,09-Aug-2019 16:29:48,1.129295e-005     
#4,09-Aug-2019 16:29:48,1.703487e-005     
#5,09-Aug-2019 16:29:48,2.266119e-005     
#6,09-Aug-2019 16:29:48,2.866887e-005     
#7,09-Aug-2019 16:29:48,3.442581e-005     
#8,09-Aug-2019 16:29:48,4.167359e-005     
#9,09-Aug-2019 16:29:48,4.747351e-005     
#10,09-Aug-2019 16:29:48,5.318782e-005    
Time,Ampl
-2.55883207e-006,0.000112419
-2.55880707e-006,6.5625e-005
-2.55878207e-006,3.22591e-005
-2.55875707e-006,1.639e-005
-2.55873207e-006,1.92383e-005
-2.55870707e-006,3.6735e-005
-2.55868207e-006,6.31836e-005
-2.55865707e-006,9.16667e-005
-2.55863207e-006,0.000116488
-2.55860707e-006,0.000134391
-2.55858207e-006,0.000145785
-2.55855707e-006,0.000152295
-2.55853207e-006,0.000157585
-2.55850707e-006,0.000165723
-2.55848207e-006,0.000178743
-2.55845707e-006,0.000197461
-2.55843207e-006,0.00021984
-2.55840707e-006,0.000243441
-2.55838207e-006,0.000263786
-2.55835707e-006,0.000278841
-2.55833207e-006,0.000286165
-2.55830707e-006,0.000284945
-2.55828207e-006,0.000274365
-2.55825707e-006,0.000254834
-2.55823207e-006,0.000225537
-2.55820707e-006,0.000187288
-2.55818207e-006,0.000140902
-2.55815707e-006,8.84115e-005
-2.55813207e-006,3.30729e-005
-2.55810707e-006,-2.14518e-005
-2.55808207e-006,-7.06868e-005
-2.55805707e-006,-0.000111784
-2.55803207e-006,-0.000142301
-2.55800707e-006,-0.000161833
-2.55798207e-006,-0.000170785
-2.55795707e-006,-0.000172412
-2.55793207e-006,-0.000171191
-2.55790707e-006,-0.000173226
-2.55788207e-006,-0.000185026
-2.55785707e-006,-0.000212695
-2.55783207e-006,-0.000259489
-2.55780707e-006,-0.000324593
-2.55778207e-006,-0.00040109
-2.55775707e-006,-0.000478809
-2.55773207e-006,-0.00054432
-2.55770707e-006,-0.00058501
-2.55768207e-006,-0.000592334
-2.55765707e-006,-0.00056141
-2.55763207e-006,-0.000493864
-2.55760707e-006,-0.000396615
-2.55758207e-006,-0.000279834
-2.55755707e-006,-0.000156136
-2.55753207e-006,-3.81348e-005
-2.55750707e-006,6.27767e-005
-2.55748207e-006,0.000139681
-2.55745707e-006,0.000190137
-2.55743207e-006,0.000215771
-2.55740707e-006,0.000221875
-2.55738207e-006,0.000213737
-2.55735707e-006,0.000197461
-2.55733207e-006,0.000177116
-2.55730707e-006,0.000155143
-2.55728207e-006,0.000133577
-2.55725707e-006,0.000112826
-2.55723207e-006,9.41081e-005
-2.55720707e-006,7.7832e-005
-2.55718207e-006,6.44043e-005
-2.55715707e-006,5.46387e-005
-2.55713207e-006,4.85352e-005
-2.55710707e-006,4.77214e-005
-2.55708207e-006,5.30111e-005
-2.55705707e-006,6.60319e-005
-2.55703207e-006,8.55632e-005
-2.55700707e-006,0.000109977
-2.55698207e-006,0.000136019
-2.55695707e-006,0.000157992
-2.55693207e-006,0.000172233
-2.55690707e-006,0.000175895
-2.55688207e-006,0.000169792
-2.55685707e-006,0.000157178
-2.55683207e-006,0.00014375
-2.55680707e-006,0.000133984
-2.55678207e-006,0.000130729
-2.55675707e-006,0.000133984
-2.55673207e-006,0.000139681
-2.55670707e-006,0.000144157
-2.55668207e-006,0.000142936
-2.55665707e-006,0.000133171
-2.55663207e-006,0.000114046
-2.55660707e-006,8.6377e-005
-2.55658207e-006,5.30111e-005
-2.55655707e-006,1.55762e-005
-2.55653207e-006,-2.26725e-005
-2.55650707e-006,-5.92936e-005
-2.55648207e-006,-9.26595e-005
-2.55645707e-006,-0.000119515
-2.55643207e-006,-0.000138232
-2.55640707e-006,-0.000148405
-2.55638207e-006,-0.000149626
-2.55635707e-006,-0.00014515
-2.55633207e-006,-0.000138639
-2.55630707e-006,-0.00013335
-2.55628207e-006,-0.000131722
-2.55625707e-006,-0.000133757
-2.55623207e-006,-0.000138232
-2.55620707e-006,-0.000141488
-2.55618207e-006,-0.00013986
-2.55615707e-006,-0.000130501
-2.55613207e-006,-0.000110563
-2.55610707e-006,-7.67904e-005
-2.55608207e-006,-2.91829e-005
-2.55605707e-006,3.14453e-005
-2.55603207e-006,0.000101432
-2.55600707e-006,0.000174674
-2.55598207e-006,0.000242627
-2.55595707e-006,0.000296338
-2.55593207e-006,0.000327669
-2.55590707e-006,0.000332552
-2.55588207e-006,0.000312207
-2.55585707e-006,0.000271517
-2.55583207e-006,0.000219434
-2.55580707e-006,0.000164095
-2.55578207e-006,0.000112419
-2.55575707e-006,6.68457e-005
-2.55573207e-006,2.73763e-005
-2.55570707e-006,-7.61719e-006
-2.55568207e-006,-4.05762e-005
-2.55565707e-006,-7.27214e-005
-2.55563207e-006,-0.000104053
-2.55560707e-006,-0.000132943
-2.55558207e-006,-0.000155729
-2.55555707e-006,-0.00016875
-2.55553207e-006,-0.000167122
-2.55550707e-006,-0.000147591
-2.55548207e-006,-0.000106494
-2.55545707e-006,-4.42383e-005
-2.55543207e-006,3.63281e-005
-2.55540707e-006,0.000129102
-2.55538207e-006,0.000224316
-2.55535707e-006,0.000311393
-2.55533207e-006,0.000379346
-2.55530707e-006,0.00042085
-2.55528207e-006,0.000432243
-2.55525707e-006,0.000415967
-2.55523207e-006,0.000378125
-2.55520707e-006,0.000327262
-2.55518207e-006,0.000272331
-2.55515707e-006,0.000221468
-2.55513207e-006,0.00017915
-2.55510707e-006,0.000148226
-2.55508207e-006,0.000129102
-2.55505707e-006,0.000120557
-2.55503207e-006,0.000119743
-2.55500707e-006,0.000123812
-2.55498207e-006,0.000127474
-2.55495707e-006,0.00012666
-2.55493207e-006,0.000119336
-2.55490707e-006,0.000105501
-2.55488207e-006,8.84115e-005
-2.55485707e-006,7.09147e-005
-2.55483207e-006,5.70801e-005
-2.55480707e-006,4.9349e-005
-2.55478207e-006,4.81283e-005
-2.55475707e-006,5.17904e-005
-2.55473207e-006,5.91146e-005
-2.55470707e-006,6.68457e-005
-2.55468207e-006,7.33561e-005
-2.55465707e-006,7.70182e-005
-2.55463207e-006,7.62044e-005
-2.55460707e-006,6.9694e-005
-2.55458207e-006,5.54525e-005
-2.55455707e-006,3.38867e-005
-2.55453207e-006,5.40365e-006
-2.55450707e-006,-2.75553e-005
-2.55448207e-006,-6.09212e-005
-2.55445707e-006,-8.94043e-005
-2.55443207e-006,-0.000107308
-2.55440707e-006,-0.00011097
-2.55438207e-006,-9.79492e-005
-2.55435707e-006,-7.06868e-005
-2.55433207e-006,-3.40658e-005
-2.55430707e-006,5.40365e-006
-2.55428207e-006,3.95833e-005
-2.55425707e-006,6.27767e-005
-2.55423207e-006,7.17285e-005
-2.55420707e-006,6.5625e-005
-2.55418207e-006,4.65007e-005
-2.55415707e-006,1.80176e-005
-2.55413207e-006,-1.41276e-005
-2.55410707e-006,-4.46452e-005
-2.55408207e-006,-6.94661e-005
-2.55405707e-006,-8.49284e-005
-2.55403207e-006,-8.94043e-005
-2.55400707e-006,-8.16732e-005
-2.55398207e-006,-6.25488e-005
-2.55395707e-006,-3.24382e-005
-2.55393207e-006,5.81055e-006
-2.55390707e-006,4.73145e-005
-2.55388207e-006,8.6377e-005
-2.55385707e-006,0.000117708
-2.55383207e-006,0.00013724
-2.55380707e-006,0.00014375
-2.55378207e-006,0.000138867
-2.55375707e-006,0.000127067
-2.55373207e-006,0.000113232
-2.55370707e-006,0.000102246
-2.55368207e-006,9.8584e-005
-2.55365707e-006,0.000103874
-2.55363207e-006,0.000118929
-2.55360707e-006,0.000143343
-2.55358207e-006,0.000175081
-2.55355707e-006,0.000212109
-2.55353207e-006,0.000250358
-2.55350707e-006,0.000286572
-2.55348207e-006,0.000316683
-2.55345707e-006,0.000336621
-2.55343207e-006,0.000343945
-2.55340707e-006,0.000337028
-2.55338207e-006,0.000315869
-2.55335707e-006,0.000283724
-2.55333207e-006,0.000244661
-2.55330707e-006,0.000204378
-2.55328207e-006,0.000168164
-2.55325707e-006,0.000140902
-2.55323207e-006,0.000123812
-2.55320707e-006,0.000116488
-2.55318207e-006,0.000116488
-2.55315707e-006,0.00012015
-2.55313207e-006,0.000123812
-2.55310707e-006,0.000124219
-2.55308207e-006,0.000120964
-2.55305707e-006,0.000114046
-2.55303207e-006,0.000104281
-2.55300707e-006,9.41081e-005
-2.55298207e-006,8.51563e-005
-2.55295707e-006,7.86458e-005
-2.55293207e-006,7.49837e-005
-2.55290707e-006,7.41699e-005
-2.55288207e-006,7.41699e-005
-2.55285707e-006,7.29492e-005
-2.55283207e-006,6.76595e-005
-2.55280707e-006,5.70801e-005
-2.55278207e-006,4.03971e-005
-2.55275707e-006,2.00521e-005
-2.55273207e-006,-2.73437e-006
-2.55270707e-006,-2.51139e-005
-2.55268207e-006,-4.34245e-005
-2.55265707e-006,-5.56315e-005
-2.55263207e-006,-5.88867e-005
-2.55260707e-006,-5.11556e-005
-2.55258207e-006,-3.28451e-005
-2.55255707e-006,-3.95508e-006
-2.55253207e-006,3.22591e-005
-2.55250707e-006,7.21354e-005
-2.55248207e-006,0.000112012
-2.55245707e-006,0.000148226
-2.55243207e-006,0.000178337
-2.55240707e-006,0.000202344
-2.55238207e-006,0.000220654
-2.55235707e-006,0.000233268
-2.55233207e-006,0.000239779
-2.55230707e-006,0.000239372
-2.55228207e-006,0.000229606
-2.55225707e-006,0.00020804
-2.55223207e-006,0.00017264
-2.55220707e-006,0.000125439
-2.55218207e-006,7.05078e-005
-2.55215707e-006,1.43555e-005
-2.55213207e-006,-3.48796e-005
-2.55210707e-006,-6.94661e-005
-2.55208207e-006,-8.45215e-005
-2.55205707e-006,-7.67904e-005
-2.55203207e-006,-4.66797e-005
-2.55200707e-006,2.55534e-006
-2.55198207e-006,6.31836e-005
-2.55195707e-006,0.00012666
-2.55193207e-006,0.000181592
-2.55190707e-006,0.00021862
-2.55188207e-006,0.000232048
-2.55185707e-006,0.000220247
-2.55183207e-006,0.000186068
-2.55180707e-006,0.000136426
-2.55178207e-006,8.14941e-005
-2.55175707e-006,2.98177e-005
-2.55173207e-006,-1.16862e-005
-2.55170707e-006,-4.01693e-005
-2.55168207e-006,-5.48177e-005
-2.55165707e-006,-5.84798e-005
-2.55163207e-006,-5.3597e-005
-2.55160707e-006,-4.30176e-005
-2.55158207e-006,-2.71484e-005
-2.55155707e-006,-6.80339e-006
-2.55153207e-006,1.88314e-005
-2.55150707e-006,4.97559e-005
-2.55148207e-006,8.47493e-005
-2.55145707e-006,0.000122591
-2.55143207e-006,0.000159619
-2.55140707e-006,0.000192578
-2.55138207e-006,0.000217806
-2.55135707e-006,0.000231234
-2.55133207e-006,0.000230827
-2.55130707e-006,0.000214551
-2.55128207e-006,0.000184033
